threshold,auc,tp,fp,tn,fn,accuracy,precision,recall,fpr
0.665,0.6481662149536045,30193.0,7635.0,23048.0,25190.0,0.6186,0.7982,0.5452,0.2488
0.666,0.6482439938682902,30124.0,7592.0,23091.0,25259.0,0.6183,0.7987,0.5439,0.2474
0.667,0.6482603369088866,30050.0,7550.0,23133.0,25333.0,0.6179,0.7992,0.5426,0.2461
0.668,0.6482029211803335,29957.0,7502.0,23181.0,25426.0,0.6174,0.7997,0.5409,0.2445
0.669,0.6481604926532027,29844.0,7442.0,23241.0,25539.0,0.6168,0.8004,0.5389,0.2425
0.67,0.6480883156964226,29762.0,7401.0,23282.0,25621.0,0.6163,0.8009,0.5374,0.2412
0.671,0.6481156731648902,29682.0,7355.0,23328.0,25701.0,0.6159,0.8014,0.5359,0.2397
0.672,0.6481252005243622,29591.0,7304.0,23379.0,25792.0,0.6155,0.802,0.5343,0.238
0.673,0.6481041229333872,29493.0,7251.0,23432.0,25890.0,0.6149,0.8027,0.5325,0.2363
0.674,0.6479469468063905,29407.0,7213.0,23470.0,25976.0,0.6144,0.803,0.531,0.2351
0.675,0.6478514325266791,29317.0,7169.0,23514.0,26066.0,0.6138,0.8035,0.5294,0.2336
0.676,0.6478497194850841,29241.0,7127.0,23556.0,26142.0,0.6134,0.804,0.528,0.2323
0.677,0.647694077798472,29166.0,7095.0,23588.0,26217.0,0.6129,0.8043,0.5266,0.2312
0.678,0.647697645997617,29096.0,7056.0,23627.0,26287.0,0.6126,0.8048,0.5254,0.23
0.679,0.6476545395508995,29010.0,7011.0,23672.0,26373.0,0.6121,0.8054,0.5238,0.2285
0.68,0.6477125019698139,28937.0,6967.0,23716.0,26446.0,0.6118,0.806,0.5225,0.2271
0.681,0.6476152272765225,28845.0,6922.0,23761.0,26538.0,0.6112,0.8065,0.5208,0.2256
0.682,0.6475571336283824,28779.0,6889.0,23794.0,26604.0,0.6108,0.8069,0.5196,0.2245
0.683,0.6473819014191946,28691.0,6851.0,23832.0,26692.0,0.6103,0.8072,0.518,0.2233
0.684,0.6474561595067203,28618.0,6806.0,23877.0,26765.0,0.6099,0.8079,0.5167,0.2218
0.685,0.6472142101827031,28519.0,6766.0,23917.0,26864.0,0.6093,0.8082,0.5149,0.2205
0.686,0.6472272583693349,28432.0,6717.0,23966.0,26951.0,0.6088,0.8089,0.5134,0.2189
0.687,0.6471317440896236,28342.0,6673.0,24010.0,27041.0,0.6083,0.8094,0.5117,0.2175
0.688,0.646981609616947,28264.0,6639.0,24044.0,27119.0,0.6078,0.8098,0.5103,0.2164
