,user_id,session_id,topic,sub_topic,learning_node,question_type_single,question_type_multichoice,question_difficulty_medium,question_difficulty_easy,question_difficulty_hard,question_difficulty_hots,ms_first_response_min,ms_first_response_mean,ms_first_response_max,is_correct_1,is_correct_0
3544,5031150220,1,1,1,1,2,0,2,0,0,0,8.0,18.0,28.0,1,1
3545,5034363679,2,2,3,3,7,0,7,0,0,0,2.0,8.0,20.0,2,5
3546,5034846023,1,1,1,1,1,0,1,0,0,0,15.0,15.0,15.0,0,1
3547,5037702886,13,4,3,9,42,0,42,0,0,0,3.0,15.19047619047619,97.0,33,9
3548,5040372576,2,1,2,2,5,0,5,0,0,0,8.0,14.6,28.0,5,0
3549,5041040619,1,1,1,2,2,0,2,0,0,0,43.0,95.5,148.0,1,1
3550,5041783514,19,7,15,94,147,0,147,0,0,0,2.0,24.20408163265306,241.0,65,82
3551,5042101549,14,7,4,56,132,0,129,3,0,0,3.0,12.416666666666666,57.0,124,8
3552,5044065226,1,1,1,1,1,0,1,0,0,0,31.0,31.0,31.0,0,1
3553,5046069991,1,1,2,12,12,0,11,1,0,0,12.0,58.5,163.0,8,4
3554,5046942877,1,1,2,5,9,0,9,0,0,0,6.0,17.11111111111111,46.0,7,2
3555,5053372458,3,1,5,9,11,0,11,0,0,0,8.0,15.727272727272727,30.0,5,6
3556,5057579050,4,2,5,5,8,0,8,0,0,0,5.0,15.75,28.0,3,5
3557,5058350997,12,2,8,22,57,0,54,3,0,0,7.0,18.70175438596491,69.0,18,39
3558,5059337262,1,1,1,4,7,0,7,0,0,0,5.0,42.57142857142857,134.0,7,0
3559,5059383923,36,23,89,214,355,0,345,4,6,0,2.0,9.721126760563381,75.0,143,212
3560,5060970767,1,1,1,1,1,0,1,0,0,0,13.0,13.0,13.0,1,0
3561,5061187062,2,1,4,8,14,0,14,0,0,0,7.0,42.5,141.0,12,2
3562,5061810821,5,3,3,12,26,0,26,0,0,0,3.0,7.615384615384615,25.0,9,17
3563,5061973261,3,2,14,25,45,0,45,0,0,0,5.0,19.666666666666668,39.0,18,27
3564,5062345765,1,1,1,1,2,0,2,0,0,0,7.0,8.0,9.0,2,0
3565,5062510138,7,4,2,14,40,0,40,0,0,0,2.0,11.6,43.0,31,9
3566,5065564103,2,1,3,6,14,0,14,0,0,0,2.0,5.857142857142857,14.0,3,11
3567,5066122110,3,3,4,7,15,0,15,0,0,0,6.0,13.0,28.0,10,5
3568,5068758750,4,4,4,8,10,0,10,0,0,0,6.0,10.6,26.0,5,5
3569,5069365835,10,10,9,36,70,0,69,1,0,0,2.0,6.642857142857143,85.0,39,31
3570,5070606634,1,1,2,2,5,0,5,0,0,0,20.0,29.4,40.0,5,0
3571,5071116719,4,1,3,11,43,0,43,0,0,0,1.0,4.348837209302325,24.0,14,29
3572,5072295359,5,3,2,24,53,0,53,0,0,0,2.0,26.169811320754718,179.0,43,10
3573,5073437328,1,1,3,3,5,0,5,0,0,0,5.0,10.8,19.0,5,0
3574,5073504102,20,6,6,30,86,0,78,8,0,0,2.0,6.3023255813953485,47.0,61,25
3575,5074045074,6,3,1,33,57,0,57,0,0,0,2.0,8.052631578947368,21.0,51,6
3576,5074529025,5,5,12,15,25,0,24,0,1,0,12.0,53.96,135.0,7,18
3577,5076452543,1,1,2,2,2,0,2,0,0,0,16.0,16.5,17.0,0,2
3578,5076511453,2,2,2,17,23,0,23,0,0,0,6.0,31.304347826086957,194.0,21,2
3579,5076658535,2,1,1,1,3,0,3,0,0,0,9.0,13.0,21.0,2,1
3580,5077556654,1,1,3,7,13,0,13,0,0,0,5943.0,15520.923076923076,27840.0,11,2
3581,5084669689,6,2,2,15,36,0,36,0,0,0,3.0,21.22222222222222,57.0,25,11
3582,5086221136,1,1,1,4,7,0,7,0,0,0,6.0,11.857142857142858,24.0,1,6
3583,5091416998,1,1,2,7,13,0,13,0,0,0,2.0,6.076923076923077,15.0,13,0
3584,5091496441,1,1,1,2,4,0,4,0,0,0,8.0,12.0,16.0,3,1
3585,5094750614,7,5,13,27,37,0,37,0,0,0,1.0,19.89189189189189,89.0,15,22
3586,5094901313,1,1,2,2,5,0,5,0,0,0,19.0,43.4,104.0,2,3
3587,5098043051,1,1,2,3,8,0,6,2,0,0,8.0,48.375,138.0,7,1
3588,5098139413,1,1,1,1,1,0,1,0,0,0,52.0,52.0,52.0,0,1
3589,5100458375,1,1,1,1,2,0,2,0,0,0,18.0,21.5,25.0,1,1
3590,5101343426,4,2,7,9,20,0,19,1,0,0,7.0,23.35,52.0,8,12
3591,5102777478,1,1,2,3,6,0,4,2,0,0,13.0,27.333333333333332,52.0,5,1
3592,5103287878,2,1,4,10,11,0,11,0,0,0,4.0,8.636363636363637,13.0,7,4
3593,5105146951,3,1,1,1,5,0,5,0,0,0,4.0,10.0,15.0,2,3
3594,5105574738,2,1,2,2,2,0,2,0,0,0,37.0,38.0,39.0,1,1
3595,5107166981,2,1,1,8,19,0,19,0,0,0,5.0,14.368421052631579,42.0,15,4
3596,5108069059,4,2,8,8,17,0,17,0,0,0,2.0,11.882352941176471,27.0,7,10
3597,5108231506,10,6,32,55,67,0,67,0,0,0,2.0,15.611940298507463,70.0,43,24
3598,5109096984,2,1,8,15,15,0,15,0,0,0,4.0,14.2,61.0,5,10
3599,5109492006,1,1,1,1,1,0,1,0,0,0,13.0,13.0,13.0,0,1
3600,5111311289,1,1,1,1,1,0,1,0,0,0,76.0,76.0,76.0,0,1
3601,5111372062,7,5,14,31,65,0,65,0,0,0,3.0,16.56923076923077,55.0,14,51
3602,5112445635,1,1,2,4,7,0,7,0,0,0,6.0,10.142857142857142,18.0,3,4
3603,5112656507,1,1,1,5,9,0,9,0,0,0,3.0,34.0,77.0,8,1
3604,5116071916,1,1,1,2,3,0,3,0,0,0,8.0,31.666666666666668,56.0,3,0
3605,5119794092,1,1,2,2,2,0,2,0,0,0,12.0,22.5,33.0,2,0
3606,5122249906,3,3,3,7,13,0,13,0,0,0,3.0,13.461538461538462,39.0,10,3
3607,5122948353,1,1,1,1,1,0,1,0,0,0,130.0,130.0,130.0,1,0
3608,5128040530,1,1,2,2,2,0,2,0,0,0,9.0,20.5,32.0,1,1
3609,5131526701,2,2,4,4,11,0,11,0,0,0,10.0,37.36363636363637,116.0,10,1
3610,5134196938,1,1,1,4,7,0,7,0,0,0,12.0,26.0,48.0,3,4
3611,5135589301,1,1,2,10,19,0,19,0,0,0,2451.0,8029.631578947368,24287.0,18,1
3612,5137638964,4,3,4,7,18,0,18,0,0,0,8.0,20.166666666666668,41.0,6,12
3613,5138961429,1,1,3,7,13,0,12,1,0,0,8.0,20.23076923076923,42.0,12,1
3614,5139804785,6,2,3,13,24,0,22,1,1,0,7.0,30.5,117.0,14,10
3615,5140511954,3,1,1,3,9,0,9,0,0,0,2.0,5.666666666666667,15.0,7,2
3616,5140750784,1,1,8,14,14,0,14,0,0,0,2.0,10.357142857142858,105.0,3,11
3617,5140928273,2,1,1,1,2,0,2,0,0,0,11.0,11.0,11.0,2,0
3618,5143231009,1,1,2,1,2,0,2,0,0,0,5.0,6.5,8.0,0,2
3619,5144089126,3,3,3,11,21,0,21,0,0,0,3.0,30.428571428571427,176.0,14,7
3620,5147192744,2,1,1,2,3,0,3,0,0,0,11.0,13.666666666666666,16.0,2,1
3621,5147465017,2,2,4,6,11,0,11,0,0,0,3.0,19.363636363636363,86.0,5,6
3622,5148070592,6,4,12,17,51,0,47,4,0,0,3.0,16.647058823529413,95.0,29,22
3623,5149161461,2,2,12,14,16,0,16,0,0,0,3599.0,63949.5,182615.0,8,8
3624,5150938748,1,1,2,7,7,0,7,0,0,0,31.0,77.14285714285714,157.0,6,1
3625,5153016265,7,4,2,23,48,0,48,0,0,0,2.0,16.25,190.0,35,13
3626,5153298168,3,3,1,7,9,0,9,0,0,0,4.0,11.777777777777779,40.0,9,0
3627,5156485740,2,1,3,4,4,0,4,0,0,0,11.0,29.5,55.0,1,3
3628,5158711669,17,13,3,38,83,0,82,1,0,0,2.0,7.807228915662651,34.0,59,24
3629,5159250531,1,1,6,8,8,0,8,0,0,0,4.0,19.625,79.0,4,4
3630,5161202904,4,1,3,13,43,0,43,0,0,0,2.0,7.72093023255814,45.0,12,31
3631,5166198783,3,3,7,9,22,0,20,0,0,2,4.0,15.227272727272727,45.0,5,17
3632,5168524986,5,2,8,18,55,0,54,1,0,0,3.0,18.21818181818182,144.0,51,4
3633,5168663885,5,2,1,7,21,0,21,0,0,0,2.0,6.476190476190476,28.0,7,14
3634,5170487439,3,1,2,7,29,0,29,0,0,0,3.0,11.758620689655173,57.0,29,0
3635,5171906359,1,1,1,2,2,0,2,0,0,0,40.0,47.0,54.0,0,2
3636,5173849041,2,2,3,4,10,0,10,0,0,0,7317.0,65479.6,162813.0,4,6
3637,5173952517,3,2,2,13,18,0,18,0,0,0,3.0,26.055555555555557,130.0,9,9
3638,5174873401,2,2,4,6,10,0,10,0,0,0,2.0,8.6,27.0,3,7
3639,5178675692,2,1,1,3,6,0,6,0,0,0,18.0,68.33333333333333,169.0,4,2
3640,5180341164,2,1,1,3,5,0,5,0,0,0,5.0,41.8,144.0,5,0
3641,5181458915,1,1,3,3,7,0,7,0,0,0,15.0,38.42857142857143,92.0,4,3
3642,5182802571,1,1,2,2,2,0,2,0,0,0,21.0,47.5,74.0,2,0
3643,5183032537,2,2,2,2,3,0,3,0,0,0,5.0,22.666666666666668,41.0,2,1
3644,5184996898,2,2,4,4,6,0,4,0,2,0,8.0,19.333333333333332,44.0,3,3
3645,5188269597,17,7,2,13,46,0,46,0,0,0,2.0,10.521739130434783,47.0,28,18
3646,5188274352,12,10,10,53,117,0,115,2,0,0,2.0,9.555555555555555,54.0,93,24
3647,5192792992,1,1,2,4,7,0,7,0,0,0,4.0,13.428571428571429,23.0,4,3
3648,5194054607,12,2,3,23,81,0,81,0,0,0,2.0,14.160493827160494,324.0,28,53
3649,5194433499,14,2,4,16,65,0,65,0,0,0,3.0,17.0,124.0,33,32
3650,5194806448,40,20,8,178,444,0,434,10,0,0,2.0,14.502252252252251,126.0,390,54
3651,5197547247,1,1,3,3,8,0,8,0,0,0,11.0,40.25,82.0,3,5
3652,5197732275,26,9,3,54,155,0,152,3,0,0,1377.0,12753.954838709677,127571.0,92,63
3653,5198134356,1,1,1,2,5,0,5,0,0,0,12.0,37.2,53.0,4,1
3654,5198618581,4,3,11,18,39,0,39,0,0,0,4.0,14.538461538461538,33.0,16,23
3655,5202836695,4,1,4,11,43,0,32,8,2,1,4.0,18.511627906976745,51.0,27,16
3656,5204776873,1,1,1,1,1,0,1,0,0,0,39.0,39.0,39.0,1,0
3657,5205138150,3,2,1,8,21,0,21,0,0,0,5.0,79.76190476190476,257.0,16,5
3658,5205185183,1,1,5,7,13,0,13,0,0,0,7.0,23.692307692307693,44.0,6,7
3659,5205927420,2,1,3,3,11,0,9,2,0,0,5.0,19.272727272727273,35.0,9,2
3660,5208987277,2,1,4,4,10,0,9,1,0,0,6.0,17.6,48.0,7,3
3661,5211009417,3,1,6,10,32,1,27,0,4,2,10.0,35.27272727272727,92.0,22,11
3662,5213139405,3,1,1,10,21,0,21,0,0,0,4.0,44.285714285714285,220.0,21,0
3663,5213397986,7,3,1,14,28,0,28,0,0,0,3.0,27.928571428571427,117.0,25,3
3664,5217033076,3,1,4,10,29,0,29,0,0,0,2.0,22.344827586206897,200.0,14,15
3665,5217202249,6,5,10,14,20,0,20,0,0,0,2.0,12.3,35.0,9,11
3666,5217971666,2,1,3,5,11,0,11,0,0,0,2.0,7.818181818181818,20.0,2,9
3667,5218105065,2,2,9,17,20,0,19,1,0,0,3.0,18.05,91.0,4,16
3668,5219584671,1,1,2,3,5,0,5,0,0,0,15.0,25.0,35.0,1,4
3669,5219668613,10,4,13,28,80,0,75,0,1,4,4.0,23.5875,88.0,47,33
3670,5221548467,38,21,66,143,259,1,253,3,4,0,2.0,17.096153846153847,84.0,163,97
3671,5223667305,2,1,2,3,11,0,11,0,0,0,2.0,5.909090909090909,11.0,3,8
3672,5224834477,1,1,1,2,2,0,2,0,0,0,21.0,24.5,28.0,1,1
3673,5225817105,2,2,3,3,7,0,7,0,0,0,3.0,17.0,39.0,4,3
3674,5227948536,1,1,1,1,2,0,2,0,0,0,19.0,20.5,22.0,1,1
3675,5228949656,1,1,2,2,3,0,3,0,0,0,14.0,25.666666666666668,44.0,0,3
3676,5231772353,1,1,1,2,5,0,5,0,0,0,7.0,43.8,124.0,4,1
3677,5232971309,2,2,2,3,5,0,5,0,0,0,2.0,8.6,15.0,3,2
3678,5233764261,2,2,7,17,20,0,20,0,0,0,9.0,55.8,303.0,15,5
3679,5236031869,2,2,2,3,7,0,7,0,0,0,23.0,48.714285714285715,124.0,5,2
3680,5237811927,20,18,47,170,219,0,205,12,2,0,3.0,20.931506849315067,177.0,180,39
3681,5237908020,5,1,5,5,9,0,9,0,0,0,2.0,3.0,5.0,4,5
3682,5238598570,6,6,1,19,24,0,24,0,0,0,2.0,7.916666666666667,26.0,18,6
3683,5239583836,1,1,1,7,7,0,7,0,0,0,13.0,23.0,63.0,7,0
3684,5239611658,13,8,8,33,61,0,61,0,0,0,4.0,16.21311475409836,52.0,33,28
3685,5241225860,3,3,2,19,37,0,37,0,0,0,4.0,18.486486486486488,93.0,27,10
3686,5241885446,1,1,4,4,4,0,4,0,0,0,4.0,9.25,22.0,1,3
3687,5242654891,2,2,3,4,7,0,7,0,0,0,9.0,20.285714285714285,34.0,2,5
3688,5244597794,1,1,1,2,3,0,3,0,0,0,5.0,24.666666666666668,55.0,1,2
3689,5245555091,1,1,1,1,2,0,2,0,0,0,64.0,69.5,75.0,1,1
3690,5246274732,6,4,4,11,33,0,33,0,0,0,5.0,67.51515151515152,215.0,22,11
3691,5247391777,1,1,2,3,5,0,5,0,0,0,39.0,56.4,94.0,3,2
3692,5247579824,1,1,5,6,6,0,6,0,0,0,3.0,10.666666666666666,18.0,1,5
3693,5247689631,2,1,2,3,7,0,6,0,1,0,20.0,33.714285714285715,52.0,2,5
3694,5248355825,1,1,1,1,1,0,1,0,0,0,8.0,8.0,8.0,0,1
3695,5248418389,23,9,37,122,218,0,192,25,1,0,2.0,19.334862385321102,109.0,128,90
3696,5248487701,2,2,4,10,11,0,10,1,0,0,4.0,23.727272727272727,49.0,5,6
3697,5249831714,2,1,1,1,3,0,3,0,0,0,9.0,24.333333333333332,48.0,3,0
3698,5250227018,1,1,1,5,14,0,14,0,0,0,23.0,83.21428571428571,203.0,9,5
3699,5252013153,4,4,4,16,30,0,30,0,0,0,3.0,24.266666666666666,78.0,17,13
3700,5254516175,2,1,2,10,27,0,27,0,0,0,2.0,22.40740740740741,127.0,22,5
3701,5255460686,5,4,3,6,20,0,20,0,0,0,4.0,14.0,44.0,11,9
3702,5258012519,2,2,4,18,35,0,35,0,0,0,4.0,15.17142857142857,36.0,31,4
3703,5258092492,23,5,13,40,224,0,219,5,0,0,2.0,11.491071428571429,52.0,112,112
3704,5259433351,8,4,3,13,29,0,25,4,0,0,3.0,13.724137931034482,78.0,14,15
3705,5261032557,1,1,3,7,13,0,13,0,0,0,8.0,35.76923076923077,120.0,5,8
3706,5261209137,4,3,5,6,8,0,8,0,0,0,2.0,751.25,2186.0,5,3
3707,5262191914,2,2,2,3,3,0,3,0,0,0,9.0,15.666666666666666,28.0,0,3
3708,5262355148,4,2,7,15,45,0,34,11,0,0,8.0,30.444444444444443,112.0,34,11
3709,5262881760,3,2,2,11,25,0,25,0,0,0,5.0,25.92,222.0,10,15
3710,5263062742,1,1,1,3,6,0,6,0,0,0,19.0,27.333333333333332,39.0,0,6
3711,5263294278,1,1,3,12,12,0,11,1,0,0,9.0,17.666666666666668,53.0,9,3
3712,5267124460,3,2,2,4,10,0,6,4,0,0,4.0,11.3,31.0,8,2
3713,5268833577,2,1,4,7,16,0,16,0,0,0,7.0,23.875,57.0,9,7
3714,5269021856,2,2,2,5,9,0,9,0,0,0,5.0,16.22222222222222,36.0,6,3
3715,5269820173,10,3,7,21,60,0,58,2,0,0,2.0,13.35,63.0,14,46
3716,5269878282,6,3,13,30,44,1,45,0,0,0,3.0,16.244444444444444,54.0,13,32
3717,5271188060,5,3,4,12,20,0,20,0,0,0,2.0,19.6,83.0,13,7
3718,5271817930,6,3,4,16,57,0,57,0,0,0,2.0,15.631578947368421,109.0,49,8
3719,5274167589,1,1,2,2,3,0,3,0,0,0,1963.0,5521.333333333333,10841.0,1,2
3720,5275249247,6,3,5,6,26,0,26,0,0,0,2471.0,23816.653846153848,84780.0,14,12
3721,5278143680,3,2,4,13,17,0,17,0,0,0,3.0,32.529411764705884,118.0,7,10
3722,5278847911,1,1,2,2,3,0,3,0,0,0,33.0,50.666666666666664,60.0,0,3
3723,5280195656,5,3,7,21,31,0,31,0,0,0,5.0,25.612903225806452,74.0,19,12
3724,5280302313,1,1,5,5,15,0,15,0,0,0,2398.0,60101.73333333333,199333.0,7,8
3725,5280855898,4,1,5,9,18,0,18,0,0,0,6.0,14.11111111111111,45.0,12,6
3726,5281573532,1,1,3,3,7,0,7,0,0,0,10.0,13.714285714285714,20.0,4,3
3727,5282733642,1,1,1,2,3,0,3,0,0,0,11.0,18.333333333333332,23.0,1,2
3728,5284326481,1,1,1,1,1,0,1,0,0,0,43.0,43.0,43.0,0,1
3729,5288067940,9,3,2,3,16,0,16,0,0,0,3.0,12.4375,39.0,9,7
3730,5291494762,1,1,2,1,2,0,2,0,0,0,19.0,23.0,27.0,1,1
3731,5293727892,1,1,2,2,5,0,5,0,0,0,9.0,17.8,28.0,2,3
3732,5293730006,1,1,1,5,9,0,9,0,0,0,5.0,16.333333333333332,40.0,1,8
3733,5295788437,2,2,6,6,14,0,14,0,0,0,4.0,14.857142857142858,31.0,7,7
3734,5296217095,2,1,2,6,15,0,15,0,0,0,2.0,30.066666666666666,201.0,8,7
3735,5297494349,2,1,2,2,7,0,7,0,0,0,2.0,7.857142857142857,19.0,3,4
3736,5298759492,11,5,5,42,123,0,118,5,0,0,3.0,13.260162601626016,60.0,112,11
3737,5299215066,1,1,1,2,5,0,5,0,0,0,5826.0,12593.0,16440.0,2,3
3738,5301301029,11,8,3,18,38,0,38,0,0,0,3.0,28.605263157894736,137.0,26,12
3739,5302284094,2,1,2,2,5,0,5,0,0,0,4.0,5.4,8.0,4,1
3740,5305832786,1,1,1,2,3,0,3,0,0,0,5.0,7.333333333333333,11.0,2,1
3741,5306310200,23,19,27,85,165,0,162,0,3,0,3.0,17.66060606060606,78.0,130,35
3742,5306519201,1,1,1,1,1,0,1,0,0,0,27.0,27.0,27.0,0,1
3743,5307294055,2,1,3,3,8,0,8,0,0,0,9.0,25.375,37.0,6,2
3744,5307659405,1,1,6,7,7,0,7,0,0,0,6.0,29.857142857142858,76.0,3,4
3745,5314934732,1,1,2,1,2,0,2,0,0,0,10.0,16.5,23.0,1,1
3746,5315226515,10,1,7,11,31,0,31,0,0,0,2.0,9.709677419354838,31.0,9,22
3747,5315452536,2,1,3,22,39,0,39,0,0,0,5.0,31.205128205128204,195.0,25,14
3748,5316142221,2,1,2,5,8,0,8,0,0,0,2.0,13.375,46.0,1,7
3749,5318682770,1,1,2,4,7,0,7,0,0,0,4.0,14.714285714285714,35.0,3,4
3750,5320368797,4,1,4,8,21,0,21,0,0,0,5.0,18.714285714285715,66.0,9,12
3751,5321573124,2,2,2,2,2,0,2,0,0,0,12.0,13.0,14.0,0,2
3752,5321887680,4,3,6,7,17,0,17,0,0,0,3.0,37.294117647058826,97.0,10,7
3753,5322526809,1,1,5,10,10,0,10,0,0,0,2.0,6.7,23.0,0,10
3754,5323385329,1,1,2,3,5,0,5,0,0,0,9.0,17.4,25.0,4,1
3755,5326156534,4,4,14,17,23,0,23,0,0,0,5.0,20.782608695652176,60.0,7,16
3756,5327702303,4,3,7,14,28,0,28,0,0,0,6.0,21.321428571428573,88.0,9,19
3757,5331186721,3,2,11,12,25,0,25,0,0,0,2.0,6.8,16.0,9,16
3758,5335122346,42,16,12,75,215,0,213,2,0,0,2.0,17.013953488372092,215.0,156,59
3759,5335620136,3,2,9,19,20,0,20,0,0,0,2.0,47.5,721.0,7,13
3760,5335950819,7,3,7,15,31,0,30,0,1,0,3.0,16.741935483870968,146.0,19,12
3761,5337010528,1,1,2,3,3,0,3,0,0,0,15.0,24.333333333333332,33.0,1,2
3762,5340038055,10,5,7,27,44,0,44,0,0,0,2.0,20.431818181818183,75.0,22,22
3763,5340384700,2,2,1,12,22,0,22,0,0,0,2.0,7.818181818181818,16.0,16,6
3764,5344124872,2,2,2,5,9,0,9,0,0,0,5.0,20.444444444444443,84.0,1,8
3765,5345735308,1,1,1,1,1,0,1,0,0,0,19.0,19.0,19.0,0,1
3766,5346929193,2,1,4,11,27,0,27,0,0,0,3.0,19.962962962962962,55.0,16,11
3767,5352177797,2,2,2,3,4,0,4,0,0,0,11.0,19.0,39.0,1,3
3768,5352621473,1,1,3,6,6,0,6,0,0,0,2.0,5.166666666666667,8.0,4,2
3769,5352813486,2,2,1,13,17,0,17,0,0,0,9.0,92.3529411764706,863.0,13,4
3770,5354231399,6,3,4,28,60,0,60,0,0,0,2.0,16.383333333333333,148.0,48,12
3771,5354321376,4,4,3,20,39,0,37,2,0,0,3.0,34.43589743589744,112.0,37,2
3772,5355001469,11,10,17,20,33,0,32,1,0,0,2.0,17.151515151515152,112.0,15,18
3773,5356712121,3,3,6,12,25,0,23,1,0,1,5.0,19.0,58.0,15,10
3774,5357007207,4,1,3,10,15,0,15,0,0,0,9.0,149.13333333333333,658.0,12,3
3775,5357032135,7,5,4,20,43,0,38,5,0,0,3.0,12.744186046511627,109.0,18,25
3776,5357766338,5,3,9,11,20,1,20,0,1,0,10.0,29.952380952380953,86.0,15,6
3777,5358042804,6,2,1,6,20,0,20,0,0,0,4.0,13.15,36.0,15,5
3778,5358695163,32,16,9,49,141,0,138,3,0,0,3.0,10.28368794326241,66.0,126,15
3779,5359850351,1,1,3,3,8,0,8,0,0,0,9.0,19.0,27.0,3,5
3780,5360800100,1,1,2,2,5,0,5,0,0,0,2.0,3.6,8.0,2,3
3781,5361091126,2,1,1,1,3,0,3,0,0,0,17.0,19.666666666666668,21.0,1,2
3782,5361437331,1,1,1,1,2,0,2,0,0,0,8.0,20.0,32.0,1,1
3783,5362760992,1,1,2,4,4,0,4,0,0,0,3.0,4.0,6.0,1,3
3784,5365372421,2,1,3,10,13,0,13,0,0,0,3.0,4.846153846153846,10.0,4,9
3785,5366861504,1,1,1,1,2,0,2,0,0,0,10.0,11.0,12.0,0,2
3786,5369052559,2,1,5,6,11,0,11,0,0,0,5.0,12.545454545454545,28.0,4,7
3787,5369794318,3,3,1,7,11,0,11,0,0,0,5.0,11.545454545454545,19.0,2,9
3788,5371215707,5,4,4,11,44,0,44,0,0,0,3.0,17.90909090909091,90.0,38,6
3789,5371888938,1,1,1,2,3,0,3,0,0,0,3.0,10.333333333333334,16.0,0,3
3790,5373036842,2,1,3,25,29,0,28,1,0,0,7.0,19.482758620689655,42.0,19,10
3791,5377079030,1,1,2,5,5,0,5,0,0,0,12.0,27.2,48.0,4,1
3792,5378097051,1,1,4,6,6,0,6,0,0,0,2.0,6.333333333333333,15.0,0,6
3793,5379331392,6,3,5,8,24,0,17,7,0,0,2.0,6.291666666666667,11.0,16,8
3794,5381613256,1,1,1,1,1,0,1,0,0,0,18.0,18.0,18.0,1,0
3795,5382408935,1,1,1,2,3,0,3,0,0,0,22.0,23.0,24.0,2,1
3796,5384055498,1,1,3,3,7,0,7,0,0,0,6.0,20.428571428571427,47.0,1,6
3797,5385981774,3,2,1,10,17,0,17,0,0,0,2.0,3.1176470588235294,9.0,4,13
3798,5386134863,1,1,2,2,5,0,5,0,0,0,5.0,11.0,19.0,5,0
3799,5388493732,8,6,3,46,72,0,72,0,0,0,3.0,25.73611111111111,87.0,55,17
3800,5391475431,16,4,1,17,138,0,138,0,0,0,1.0,12.072463768115941,177.0,76,62
3801,5392640364,56,13,4,59,315,0,315,0,0,0,3.0,15.117460317460317,403.0,237,78
3802,5395266799,4,2,4,4,5,0,5,0,0,0,15.0,34.0,63.0,2,3
3803,5396366948,1,1,1,1,1,0,1,0,0,0,84.0,84.0,84.0,1,0
3804,5397015010,109,37,34,216,792,0,785,7,0,0,1.0,14.034090909090908,238.0,401,391
3805,5398118491,1,1,1,1,2,0,2,0,0,0,16.0,18.0,20.0,1,1
3806,5398610290,1,1,6,12,12,0,12,0,0,0,6.0,15.916666666666666,34.0,4,8
3807,5401564432,2,1,4,8,29,0,27,2,0,0,3.0,13.96551724137931,36.0,18,11
3808,5401620108,1,1,7,10,10,0,10,0,0,0,2.0,8.4,28.0,2,8
3809,5402072386,3,2,6,6,16,0,16,0,0,0,4.0,11404.1875,65478.0,9,7
3810,5402973821,1,1,1,1,2,0,2,0,0,0,29.0,30.5,32.0,1,1
3811,5406577870,1,1,1,1,2,0,2,0,0,0,4.0,6.5,9.0,2,0
3812,5409159251,2,2,3,8,15,0,15,0,0,0,4.0,49.0,211.0,8,7
3813,5409487648,2,1,4,3,11,0,11,0,0,0,5.0,20.0,45.0,8,3
3814,5410875821,2,2,6,7,9,0,9,0,0,0,7.0,14.777777777777779,28.0,3,6
3815,5412644681,1,1,2,2,3,0,2,1,0,0,7.0,10.0,13.0,1,2
3816,5412865919,1,1,1,1,1,0,1,0,0,0,23.0,23.0,23.0,0,1
3817,5414049693,6,3,1,17,44,0,44,0,0,0,3.0,13.545454545454545,59.0,38,6
3818,5416741592,13,11,16,55,111,0,111,0,0,0,3.0,21.82882882882883,139.0,70,41
3819,5416937194,1,1,1,2,5,0,5,0,0,0,8698.0,27264.4,32925.0,4,1
3820,5418684503,1,1,5,7,7,0,7,0,0,0,9.0,26.571428571428573,50.0,3,4
3821,5418867246,1,1,1,6,11,0,11,0,0,0,5.0,9.909090909090908,21.0,10,1
3822,5419163508,1,1,2,1,2,0,2,0,0,0,3.0,6.5,10.0,0,2
3823,5421327770,2,1,2,2,5,0,5,0,0,0,12.0,30.2,53.0,3,2
3824,5426263558,3,3,11,14,29,0,29,0,0,0,3.0,14.03448275862069,47.0,17,12
3825,5430267146,1,1,1,1,1,0,1,0,0,0,40.0,40.0,40.0,0,1
3826,5430304310,2,1,1,3,6,0,6,0,0,0,3.0,10.5,22.0,3,3
3827,5430888916,2,1,9,14,15,0,15,0,0,0,2.0,3.6666666666666665,15.0,3,12
3828,5433855921,15,3,15,24,80,0,78,0,2,0,2.0,10950.2,54444.0,40,40
3829,5435700428,99,18,8,41,315,0,301,14,0,0,2.0,23.996825396825397,681.0,160,155
3830,5440021129,9,7,5,52,98,0,95,3,0,0,3.0,48.234693877551024,415.0,88,10
3831,5440034934,2,1,5,5,17,0,17,0,0,0,15.0,33.0,64.0,5,12
3832,5440536509,1,1,3,3,6,0,6,0,0,0,2.0,5.0,15.0,2,4
3833,5441082152,1,1,2,4,11,0,10,0,0,1,6.0,45.45454545454545,80.0,6,5
3834,5443619396,2,1,3,3,11,0,10,1,0,0,11.0,23.454545454545453,51.0,7,4
3835,5443669042,23,13,24,26,42,2,43,0,1,0,5.0,29.522727272727273,181.0,19,25
3836,5444283986,1,1,1,6,11,0,11,0,0,0,5.0,15.727272727272727,37.0,10,1
3837,5444813348,1,1,1,3,7,0,7,0,0,0,4.0,13.714285714285714,20.0,1,6
3838,5445635935,6,2,6,16,44,0,44,0,0,0,3.0,16.954545454545453,77.0,32,12
3839,5446151771,3,1,2,11,33,0,33,0,0,0,7.0,27.333333333333332,93.0,18,15
3840,5446219181,6,4,1,8,13,0,13,0,0,0,7.0,30.076923076923077,160.0,11,2
3841,5447841596,1,1,2,2,4,0,3,1,0,0,12955.0,23991.0,36067.0,2,2
